state	Year	cost_per_pack	sales_per_capita	tax_dollar	tax_percent	tax_revenue	tax_state	index	price_cpi
Michigan	2009	6.139	50.6	3.01	49.0	1011635371.0	2.0		
Michigan	2010	6.21	48.8	3.01	48.5	972127950.0	2.0		
Michigan	2011	6.335	46.4	3.01	47.5	916872910.0	2.0		
Michigan	2012	6.386	46.7	3.01	47.1	922370520.0	2.0		
Michigan	2013	6.562	45.4	3.01	45.9	896272083.0	2.0		
Michigan	2014	6.492	44.5	3.01	46.4	879665787.0	2.0		
Michigan	2015	6.673	44.5	3.01	45.1	881432929.0	2.0	237.01700000000002	6.137593505951049
Michigan	2016	6.689	44.9	3.01	45.0	890658898.0	2.0	240.00716666666665	6.075660240701146
Michigan	2017	6.717	44.4	3.01	44.8	882046000.0	2.0	245.11958333333334	5.97384337916697
Michigan	2018	6.751	42.5	3.01	44.6	847193364.0	2.0	251.10683333333336	5.860923736975165
Michigan	2019	7.088	41.3	3.01	42.5	824738945.0	2.0	255.65741666666668	6.043963129044108
Minnesota	1970	0.401	104.3	0.21	52.4	50168632.0	0.13		
Minnesota	1971	0.452	116.4	0.26	57.5	57865633.0	0.13		
Minnesota	1972	0.456	96.8	0.26	57.0	61451715.0	0.18		
Minnesota	1973	0.47	106.8	0.26	55.3	74855664.0	0.18		
Minnesota	1974	0.494	110.6	0.26	52.6	77610293.0	0.18		
Minnesota	1975	0.521	111.5	0.26	49.9	78648180.0	0.18		
Minnesota	1976	0.531	116.7	0.26	49.0	82524137.0	0.18		
Minnesota	1977	0.579	117.2	0.26	44.9	83667105.0	0.18		
Minnesota	1978	0.609	118.9	0.26	42.7	85171636.0	0.18		
Minnesota	1979	0.63	118.3	0.26	41.3	85350189.0	0.18		
Minnesota	1980	0.658	117.7	0.26	39.5	86084277.0	0.18		
Minnesota	1981	0.717	120.8	0.26	36.3	88626729.0	0.18		
Minnesota	1982	0.873	119.4	0.26	29.8	87997454.0	0.18		
Minnesota	1983	0.992	113.2	0.34	34.3	84999048.0	0.18		
Minnesota	1984	1.015	110.8	0.34	33.5	83117876.0	0.18		
Minnesota	1985	1.163	113.0	0.39	33.5	85266384.0	0.18		
Minnesota	1986	1.201	104.8	0.39	32.5	101057348.0	0.23		
Minnesota	1987	1.417	108.8	0.54	38.0	113132806.0	0.38		
Minnesota	1988	1.525	94.1	0.54	35.4	153560009.0	0.38		
Minnesota	1989	1.623	92.3	0.54	83.8	155765128.0	0.38		
Minnesota	1990	1.739	90.7	0.54	31.1	149613038.0	0.38		
Minnesota	1991	1.977	86.2	0.63	31.9	146789836.0	0.38		
Minnesota	1992	2.156	83.8	0.68	31.5	159104810.0	0.43		
Minnesota	1993	1.961	81.6	0.72	36.7	174012701.0	0.43		
Minnesota	1994	2.022	83.4	0.72	35.6	173787772.0	0.48		
Minnesota	1995	2.086	84.1	0.72	34.5	179311537.0	0.48		
Minnesota	1996	2.168	81.7	0.72	33.2	177531265.0	0.48		
Minnesota	1997	2.2	84.1	0.72	32.7	180639655.0	0.48		
Minnesota	1998	2.274	83.2	0.72	31.7	184434120.0	0.48		
Minnesota	1999	3.036	80.7	0.72	23.7	181654621.0	0.48		
Minnesota	2000	3.188	76.0	0.82	25.7	177261843.0	0.48		
Minnesota	2001	3.476	74.2	0.82	23.6	176417568.0	0.48		
Minnesota	2002	3.523	71.0	0.87	24.7	169427723.0	0.48		
Minnesota	2003	3.429	71.7	0.87	25.4	171131889.0	0.48		
Minnesota	2004	3.515	73.0	0.87	24.8	177195124.0	0.48		
Minnesota	2005	4.467	65.7	1.875	42.0	160653128.0	0.48		
Minnesota	2006	4.589	55.6	1.883	41.0	390965068.0	1.485		
Minnesota	2007	4.61	53.0	1.883	40.8	408644067.0	1.493		
Minnesota	2008	4.814	50.9	1.883	39.1	394520391.0	1.493		
Minnesota	2009	5.671	48.7	2.514	44.3	382044989.0	1.56		
Minnesota	2010	5.785	46.5	2.59	44.8	380217228.0	1.56		
Minnesota	2011	5.907	51.5	2.596	43.9	430295481.0	1.576		
Minnesota	2012	5.809	37.9	2.61	44.9	322516525.0	1.6		
Minnesota	2013	7.616	43.1	4.333	56.9	372223925.0	1.6		
Minnesota	2014	7.814	31.4	4.352	55.7	566700869.0	3.342		
Minnesota	2015	7.92	30.2	4.436	56.0	556668455.0	3.426	237.01700000000002	7.284540771337076
Minnesota	2016	8.318	29.8	4.553	54.7	566961694.0	3.543	240.00716666666665	7.555291057280929
Minnesota	2017	8.661	28.3	4.6	53.1	556792999.0	3.59	245.11958333333334	7.702762767152766
Minnesota	2018	8.931	26.2	4.624	51.8	525536700.0	3.614	251.10683333333336	7.753504650411078
Minnesota	2019	9.128	24.6	4.638	50.8	499434097.0	3.628	255.65741666666668	7.7834784765680896
Mississippi	1970	0.375	93.4	0.17	45.3	19844033.0	0.09		
Mississippi	1971	0.374	105.4	0.17	45.5	21021142.0	0.09		
Mississippi	1972	0.373	112.1	0.17	45.6	22467168.0	0.09		
Mississippi	1973	0.414	115.0	0.19	45.9	23431124.0	0.09		
Mississippi	1974	0.43	117.1	0.19	44.2	29390709.0	0.11		
Mississippi	1975	0.464	116.8	0.19	41.0	29870336.0	0.11		
Mississippi	1976	0.488	120.9	0.19	38.9	31194721.0	0.11		
Mississippi	1977	0.536	122.1	0.19	35.4	31606577.0	0.11		
Mississippi	1978	0.565	124.9	0.19	33.6	32819570.0	0.11		
Mississippi	1979	0.597	123.9	0.19	31.8	32770862.0	0.11		
Mississippi	1980	0.63	127.0	0.19	30.2	33608855.0	0.11		
Mississippi	1981	0.692	125.3	0.19	27.5	34741994.0	0.11		
Mississippi	1982	0.786	125.8	0.19	24.2	35020184.0	0.11		
Mississippi	1983	0.89	122.3	0.27	30.3	34308215.0	0.11		
Mississippi	1984	0.984	116.4	0.27	28.0	33262141.0	0.11		
Mississippi	1985	1.06	115.3	0.34	32.1	35093776.0	0.18		
Mississippi	1986	1.158	113.2	0.34	29.4	54070578.0	0.18		
Mississippi	1987	1.226	110.0	0.34	27.6	52452861.0	0.18		
Mississippi	1988	1.258	109.0	0.34	27.0	52497860.0	0.18		
Mississippi	1989	1.399	108.3	0.34	24.3	51984251.0	0.18		
Mississippi	1990	1.427	101.8	0.34	23.8	48814561.0	0.18		
Mississippi	1991	1.608	105.6	0.38	23.6	48919737.0	0.18		
Mississippi	1992	1.778	103.9	0.38	21.4	48170870.0	0.18		
Mississippi	1993	1.569	105.4	0.42	26.8	48875348.0	0.18		
Mississippi	1994	1.539	106.0	0.42	27.3	49446765.0	0.18		
Mississippi	1995	1.612	107.5	0.42	26.1	51134101.0	0.18		
Mississippi	1996	1.686	106.9	0.42	24.9	51646631.0	0.18		
Mississippi	1997	1.758	106.3	0.42	23.9	51954563.0	0.18		
Mississippi	1998	1.995	107.0	0.42	21.1	52319643.0	0.18		
Mississippi	1999	2.72	103.9	0.42	15.4	51089722.0	0.18		
Mississippi	2000	2.8	97.2	0.52	18.6	49247468.0	0.18		
Mississippi	2001	3.089	93.9	0.52	16.8	48067271.0	0.18		
Mississippi	2002	3.193	91.5	0.57	17.9	47071164.0	0.18		
Mississippi	2003	3.215	91.2	0.57	17.7	46899340.0	0.18		
Mississippi	2004	3.203	88.4	0.57	17.8	45850002.0	0.18		
Mississippi	2005	3.179	88.8	0.57	17.9	46344020.0	0.18		
Mississippi	2006	3.215	92.2	0.57	17.7	48477899.0	0.18		
Mississippi	2007	3.437	88.8	0.57	16.6	46499885.0	0.18		
Mississippi	2008	3.451	93.6	0.57	16.5	49152733.0	0.18		
Mississippi	2009	4.536	89.5	1.69	37.3	67920064.0	0.68		
Mississippi	2010	4.811	70.3	1.69	35.1	141054278.0	0.68		
Mississippi	2011	4.948	67.9	1.69	34.2	137064421.0	0.68		
Mississippi	2012	4.902	66.5	1.69	34.5	134743995.0	0.68		
Mississippi	2013	4.875	63.9	1.69	34.7	129738515.0	0.68		
Mississippi	2014	5.151	61.2	1.69	32.8	124474160.0	0.68		
Mississippi	2015	5.13	62.6	1.69	32.9	127364519.0	0.68	237.01700000000002	4.7183957268887875
Mississippi	2016	5.129	59.2	1.69	32.9	120442478.0	0.68	240.00716666666665	4.658702552632109
Mississippi	2017	5.21	59.4	1.69	32.4	120701453.0	0.68	245.11958333333334	4.633575108747941
Mississippi	2018	5.355	56.3	1.69	31.6	114261849.0	0.68	251.10683333333336	4.6489774272703315
Mississippi	2019	5.636	53.8	1.69	30.0	109232428.0	0.68	255.65741666666668	4.805837499335863
Missouri	1970	0.368	121.3	0.17	46.2	50999000.0	0.09		
Missouri	1971	0.377	127.6	0.17	45.1	54050000.0	0.09		
Missouri	1972	0.377	130.0	0.17	45.1	55576000.0	0.09		
Missouri	1973	0.38	132.1	0.17	44.7	56509000.0	0.09		
Missouri	1974	0.435	135.4	0.17	39.1	57975000.0	0.09		
Missouri	1975	0.447	135.6	0.17	38.0	58307000.0	0.09		
Missouri	1976	0.459	139.5	0.17	37.0	59808000.0	0.09		
Missouri	1977	0.499	140.8	0.17	34.1	60568000.0	0.09		
Missouri	1978	0.522	141.8	0.17	32.6	61263000.0	0.09		
Missouri	1979	0.573	140.2	0.17	29.7	61335000.0	0.09		
Missouri	1980	0.599	142.1	0.17	28.4	62263000.0	0.09		
Missouri	1981	0.647	140.5	0.17	26.3	62180000.0	0.09		
Missouri	1982	0.748	139.7	0.21	28.1	62122000.0	0.09		
Missouri	1983	0.848	134.1	0.29	34.2	80704000.0	0.13		
Missouri	1984	0.937	130.0	0.29	30.9	84351000.0	0.13		
Missouri	1985	1.019	129.2	0.29	28.5	84761000.0	0.13		
Missouri	1986	1.085	128.8	0.29	26.7	84312000.0	0.13		
Missouri	1987	1.146	128.7	0.29	25.2	85255000.0	0.13		
Missouri	1988	1.189	127.4	0.29	24.4	85700000.0	0.13		
Missouri	1989	1.291	122.8	0.29	22.4	83125000.0	0.13		
Missouri	1990	1.325	119.1	0.29	21.9	80659000.0	0.13		
Missouri	1991	1.531	119.9	0.33	21.6	80391000.0	0.13		
Missouri	1992	1.576	122.3	0.33	20.9	82066000.0	0.13		
Missouri	1993	1.468	121.6	0.41	27.9	81556000.0	0.13		
Missouri	1994	1.503	119.4	0.41	27.3	98702660.0	0.13		
Missouri	1995	1.598	124.0	0.41	25.7	111081810.0	0.17		
Missouri	1996	1.634	124.1	0.41	25.1	112491631.0	0.17		
Missouri	1997	1.738	120.6	0.41	23.6	112929932.0	0.17		
Missouri	1998	1.97	120.1	0.41	20.8	109373292.0	0.17		
Missouri	1999	2.588	118.0	0.41	15.8	105596780.0	0.17		
Missouri	2000	2.822	113.8	0.51	18.1	107168770.0	0.17		
Missouri	2001	3.04	107.8	0.51	16.8	102503359.0	0.17		
Missouri	2002	3.081	99.2	0.56	18.2	94890000.0	0.17		
Missouri	2003	3.161	106.4	0.56	17.7	105034591.0	0.17		
Missouri	2004	3.088	105.0	0.56	18.1	100046926.0	0.17		
Missouri	2005	3.186	103.4	0.56	17.6	101284476.0	0.17		
Missouri	2006	3.251	105.1	0.56	17.2	102961983.0	0.17		
Missouri	2007	3.358	100.6	0.56	16.7	99969195.0	0.17		
Missouri	2008	3.417	100.1	0.56	16.4	100064900.0	0.17		
Missouri	2009	4.036	97.2	1.18	29.2	97731135.0	0.17		
Missouri	2010	4.106	92.3	1.18	28.7	93970942.0	0.17		
Missouri	2011	4.299	91.1	1.18	27.4	92748361.0	0.17		
Missouri	2012	4.239	89.4	1.18	27.8	91349531.0	0.17		
Missouri	2013	4.387	87.4	1.18	26.9	89523695.0	0.17		
Missouri	2014	4.553	82.6	1.18	25.9	84847006.0	0.17		
Missouri	2015	4.532	81.8	1.18	26.0	84273554.0	0.17	237.01700000000002	4.1683761080428825
Missouri	2016	4.615	83.4	1.18	25.6	86274201.0	0.17	240.00716666666665	4.191833160537568
Missouri	2017	4.819	79.5	1.18	24.5	82344100.0	0.17	245.11958333333334	4.285834635135571
Missouri	2018	4.956	75.3	1.18	23.8	78287803.0	0.17	251.10683333333336	4.302583030728621
Missouri	2019	5.208	72.2	1.18	22.7	75182712.0	0.17	255.65741666666668	4.440880357796518
Montana	1970	0.347	111.2	0.16	46.1	6166869.0	0.08		
Montana	1971	0.401	115.6	0.2	49.9	6995643.0	0.12		
Montana	1972	0.409	122.2	0.2	48.9	10379102.0	0.12		
Montana	1973	0.418	119.9	0.2	47.9	10343716.0	0.12		
Montana	1974	0.437	121.9	0.2	45.8	10549226.0	0.12		
Montana	1975	0.453	123.7	0.2	44.2	10908482.0	0.12		
Montana	1976	0.476	124.9	0.2	42.0	11203768.0	0.12		
Montana	1977	0.519	127.0	0.2	38.5	11479175.0	0.12		
Montana	1978	0.537	127.2	0.2	37.2	11618047.0	0.12		
Montana	1979	0.567	120.3	0.2	35.3	11336539.0	0.12		
Montana	1980	0.604	122.0	0.2	33.1	11504367.0	0.12		
Montana	1981	0.657	121.1	0.2	30.4	11436105.0	0.12		
Montana	1982	0.772	122.4	0.2	25.9	11649438.0	0.12		
Montana	1983	0.913	113.7	0.32	35.0	10930021.0	0.12		
Montana	1984	0.955	110.1	0.32	33.5	13072334.0	0.16		
Montana	1985	1.02	103.6	0.32	31.4	13712206.0	0.16		
Montana	1986	1.062	97.8	0.32	30.1	12943445.0	0.16		
Montana	1987	1.153	91.7	0.32	27.8	12410773.0	0.16		
Montana	1988	1.23	87.1	0.32	26.0	11647130.0	0.16		
Montana	1989	1.404	86.2	0.34	24.2	11398693.0	0.16		
Montana	1990	1.436	84.7	0.34	23.7	12262620.0	0.16		
Montana	1991	1.635	82.9	0.38	23.2	11888546.0	0.18		
Montana	1992	1.794	86.6	0.392	21.9	12452707.0	0.18		
Montana	1993	1.513	86.0	0.42	27.8	13191145.0	0.18		
Montana	1994	1.554	88.2	0.42	27.0	12852542.0	0.1926		
Montana	1995	1.568	90.5	0.42	26.8	14227799.0	0.18		
Montana	1996	1.649	87.3	0.42	25.5	13646453.0	0.18		
Montana	1997	1.754	88.9	0.42	23.9	14035657.0	0.18		
Montana	1998	1.963	89.1	0.42	21.4	14093529.0	0.18		
Montana	1999	2.607	82.6	0.42	16.1	13131619.0	0.18		
Montana	2000	2.71	75.5	0.52	19.2	12441859.0	0.18		
Montana	2001	3.093	74.8	0.52	16.8	12151610.0	0.18		
Montana	2002	3.217	74.4	0.57	17.7	12120167.0	0.18		
Montana	2003	3.834	71.7	1.09	28.4	16740385.0	0.7		
Montana	2004	3.94	68.0	1.09	27.7	43748031.0	0.7		
Montana	2005	4.814	63.5	2.09	43.4	59519369.0	1.7		
Montana	2006	4.914	51.6	2.09	42.5	82180007.0	1.7		
Montana	2007	4.968	52.6	2.09	42.1	84579607.0	1.7		
Montana	2008	5.008	52.6	2.09	41.7	85625847.0	1.7		
Montana	2009	5.766	49.8	2.71	47.0	81852136.0	1.7		
Montana	2010	6.121	47.3	2.71	44.3	78492027.0	1.7		
Montana	2011	6.189	45.5	2.71	43.8	76430979.0	1.7		
Montana	2012	6.128	45.5	2.71	44.2	77265829.0	1.7		
Montana	2013	6.155	44.3	2.71	44.0	75664883.0	1.7		
Montana	2014	6.296	43.0	2.71	43.0	74316187.0	1.7		
Montana	2015	6.294	42.2	2.71	43.1	73322316.0	1.7	237.01700000000002	5.7890024766156
Montana	2016	6.444	42.2	2.71	42.1	74109375.0	1.7	240.00716666666665	5.853125219177484
Montana	2017	6.535	41.1	2.71	41.5	72871384.0	1.7	245.11958333333334	5.811979526999576
Montana	2018	6.692	37.2	2.71	40.5	66653461.0	1.7	251.10683333333336	5.809702510418872
Montana	2019	6.919	36.4	2.71	39.2	67151551.0	1.7	255.65741666666668	5.89985622035217
Nebraska	1970	0.347	108.1	0.16	46.1	12529000.0	0.08		
Nebraska	1971	0.411	108.6	0.21	51.1	14171000.0	0.13		
Nebraska	1972	0.412	104.9	0.21	51.0	20623000.0	0.13		
Nebraska	1973	0.42	106.6	0.21	50.0	21119000.0	0.13		
Nebraska	1974	0.446	110.5	0.21	47.1	22153000.0	0.13		
Nebraska	1975	0.468	114.1	0.21	44.9	22892000.0	0.13		
Nebraska	1976	0.481	118.1	0.21	43.7	23744000.0	0.13		
Nebraska	1977	0.536	117.7	0.21	39.2	23759000.0	0.13		
Nebraska	1978	0.554	117.4	0.21	37.9	23822000.0	0.13		
Nebraska	1979	0.595	116.1	0.21	35.3	23614000.0	0.13		
Nebraska	1980	0.609	116.3	0.21	34.5	23791000.0	0.13		
Nebraska	1981	0.697	117.0	0.22	31.6	23878000.0	0.13		
Nebraska	1982	0.837	117.1	0.26	31.1	26594000.0	0.18		
Nebraska	1983	0.948	110.8	0.34	35.9	31636000.0	0.18		
Nebraska	1984	0.958	107.7	0.34	35.5	31069000.0	0.18		
Nebraska	1985	1.04	105.1	0.34	32.7	30639000.0	0.18		
Nebraska	1986	1.137	103.1	0.39	34.3	32372000.0	0.23		
Nebraska	1987	1.233	101.3	0.43	35.0	37825000.0	0.23		
Nebraska	1988	1.393	92.9	0.43	30.9	40486641.0	0.27		
Nebraska	1989	1.434	93.8	0.43	30.0	40792067.0	0.27		
Nebraska	1990	1.522	89.9	0.43	28.3	39082338.0	0.27		
Nebraska	1991	1.695	92.4	0.47	27.7	39469181.0	0.27		
Nebraska	1992	1.772	90.6	0.47	26.5	38702772.0	0.27		
Nebraska	1993	1.696	91.1	0.58	34.2	38832035.0	0.27		
Nebraska	1994	1.707	85.9	0.58	34.0	46309358.0	0.27		
Nebraska	1995	1.755	88.5	0.58	33.0	48521230.0	0.34		
Nebraska	1996	1.848	86.2	0.58	31.4	47705434.0	0.34		
Nebraska	1997	1.946	85.5	0.58	29.8	48092261.0	0.34		
Nebraska	1998	2.146	79.7	0.58	27.0	44748964.0	0.34		
Nebraska	1999	2.883	86.8	0.58	20.1	48966120.0	0.34		
Nebraska	2000	3.095	77.6	0.68	22.0	44993900.0	0.34		
Nebraska	2001	3.278	69.8	0.68	20.7	40607220.0	0.34		
Nebraska	2002	3.867	77.3	1.03	26.6	45028920.0	0.34		
Nebraska	2003	3.791	68.4	1.03	27.2	60863730.0	0.64		
Nebraska	2004	3.619	61.8	1.03	28.5	68818560.0	0.64		
Nebraska	2005	3.648	61.0	1.03	28.2	68200320.0	0.64		
Nebraska	2006	3.718	59.5	1.03	27.7	67026240.0	0.64		
Nebraska	2007	3.764	60.1	1.03	27.4	67967040.0	0.64		
Nebraska	2008	3.767	63.2	1.03	27.3	71763480.0	0.64		
Nebraska	2009	4.693	59.8	1.65	35.2	68243520.0	0.64		
Nebraska	2010	4.979	55.0	1.65	33.1	63205440.0	0.64		
Nebraska	2011	5.107	53.5	1.65	32.3	62516160.0	0.64		
Nebraska	2012	5.062	52.5	1.65	32.6	61948800.0	0.64		
Nebraska	2013	5.27	51.2	1.65	31.3	60778560.0	0.64		
Nebraska	2014	5.326	47.3	1.65	31.0	56575680.0	0.64		
Nebraska	2015	5.234	46.6	1.65	31.5	56103360.0	0.64	237.01700000000002	4.814051312775033
Nebraska	2016	5.355	46.3	1.65	30.8	56137920.0	0.64	240.00716666666665	4.8639797561600595
Nebraska	2017	5.498	43.4	1.65	30.0	53023680.0	0.64	245.11958333333334	4.889711314375466
Nebraska	2018	5.544	43.4	1.65	29.8	53278320.0	0.64	251.10683333333336	4.813058983526931
Nebraska	2019	5.776	40.6	1.65	28.6	50168160.0	0.64	255.65741666666668	4.925216003577704
Nevada	1970	0.44	189.5	0.18	40.9	8729000.0	0.1		
Nevada	1971	0.406	190.5	0.18	44.3	9366000.0	0.1		
Nevada	1972	0.403	198.6	0.18	44.7	10039000.0	0.1		
Nevada	1973	0.419	201.5	0.18	43.0	10546000.0	0.1		
Nevada	1974	0.445	204.7	0.18	40.5	11130000.0	0.1		
Nevada	1975	0.449	205.2	0.18	40.1	11665000.0	0.1		
Nevada	1976	0.493	201.4	0.18	36.5	11756000.0	0.1		
Nevada	1977	0.543	190.8	0.18	33.1	11648000.0	0.1		
Nevada	1978	0.571	187.0	0.18	31.5	11871000.0	0.1		
Nevada	1979	0.631	183.3	0.18	28.5	12128000.0	0.1		
Nevada	1980	0.633	177.7	0.18	28.4	12536000.0	0.1		
Nevada	1981	0.716	171.9	0.18	25.1	13794000.0	0.1		
Nevada	1982	0.819	165.1	0.18	22.0	14012000.0	0.1		
Nevada	1983	0.998	159.2	0.31	31.1	14092000.0	0.1		
Nevada	1984	1.093	136.6	0.31	28.4	17605891.0	0.15		
Nevada	1985	1.066	146.7	0.31	29.1	20320667.0	0.15		
Nevada	1986	1.14	142.6	0.31	27.2	20284792.0	0.15		
Nevada	1987	1.296	147.7	0.36	27.7	20932015.0	0.15		
Nevada	1988	1.456	141.9	0.36	24.7	28019991.0	0.2		
Nevada	1989	1.737	137.9	0.51	29.3	29526100.0	0.2		
Nevada	1990	1.863	137.3	0.51	27.4	48131119.0	0.2		
Nevada	1991	1.938	115.5	0.55	28.4	50229047.0	0.35		
Nevada	1992	1.968	110.0	0.55	27.9	47894128.0	0.35		
Nevada	1993	1.903	108.1	0.59	31.0	46349800.0	0.35		
Nevada	1994	1.904	105.2	0.59	31.0	47907937.0	0.35		
Nevada	1995	1.95	100.9	0.59	30.3	49960574.0	0.35		
Nevada	1996	1.985	99.0	0.59	29.7	51188921.0	0.35		
Nevada	1997	2.006	95.6	0.59	29.4	53619000.0	0.35		
Nevada	1998	2.258	102.4	0.59	26.1	57467347.0	0.35		
Nevada	1999	3.035	103.9	0.59	19.4	60977962.0	0.35		
Nevada	2000	3.184	93.2	0.69	21.7	61016795.0	0.35		
Nevada	2001	3.221	90.5	0.69	21.4	63398000.0	0.35		
Nevada	2002	3.308	82.2	0.74	22.4	60595972.0	0.35		
Nevada	2003	3.767	86.6	1.19	31.6	63945704.0	0.35		
Nevada	2004	3.83	69.9	1.19	31.1	124101000.0	0.8		
Nevada	2005	3.752	69.7	1.19	31.7	130165920.0	0.8		
Nevada	2006	3.78	68.5	1.19	31.5	131803093.0	0.8		
Nevada	2007	4.026	65.5	1.19	29.6	130839518.0	0.8		
Nevada	2008	4.028	61.9	1.19	29.5	130032657.0	0.8		
Nevada	2009	4.979	53.5	1.81	36.4	111131905.0	0.8		
Nevada	2010	5.02	48.1	1.81	36.1	101634480.0	0.8		
Nevada	2011	5.23	45.7	1.81	34.6	98666160.0	0.8		
Nevada	2012	5.181	43.1	1.81	34.9	95094310.0	0.8		
Nevada	2013	5.287	43.2	1.81	34.2	95794651.0	0.8		
Nevada	2014	5.326	41.6	1.81	34.0	92935920.0	0.8		
Nevada	2015	6.388	46.4	2.81	44.0	105544640.0	0.8	237.01700000000002	5.875460410012783
Nevada	2016	6.361	30.9	2.81	44.2	162352531.0	1.8	240.00716666666665	5.777735803722528
Nevada	2017	6.446	36.3	2.81	43.6	191998080.0	1.8	245.11958333333334	5.73282632456607
Nevada	2018	6.705	31.6	2.81	41.9	170633520.0	1.8	251.10683333333336	5.820988543388903
Nevada	2019	6.812	32.0	2.81	41.3	174921930.0	1.8	255.65741666666668	5.8086169349673344
New Hampshire	1970	0.341	265.7	0.165	48.4	13331935.0	0.07		
New Hampshire	1971	0.361	278.0	0.185	51.2	17820597.0	0.085		
New Hampshire	1972	0.369	296.2	0.19	51.5	24229304.0	0.11		
New Hampshire	1973	0.379	279.0	0.19	50.1	23666198.0	0.11		
New Hampshire	1974	0.408	269.8	0.19	46.6	23476872.0	0.11		
New Hampshire	1975	0.439	269.1	0.2	45.6	23912882.0	0.11		
New Hampshire	1976	0.45	290.5	0.2	44.4	28508000.0	0.12		
New Hampshire	1977	0.497	278.8	0.2	40.2	27498000.0	0.12		
New Hampshire	1978	0.532	269.6	0.2	37.6	27463000.0	0.12		
New Hampshire	1979	0.553	254.6	0.2	36.2	26610000.0	0.12		
New Hampshire	1980	0.584	247.8	0.2	34.2	26373000.0	0.12		
New Hampshire	1981	0.67	245.4	0.2	29.9	27123000.0	0.12		
New Hampshire	1982	0.747	239.8	0.2	26.8	26934000.0	0.12		
New Hampshire	1983	0.905	232.9	0.33	36.5	26583000.0	0.12		
New Hampshire	1984	0.892	215.1	0.33	37.0	34316000.0	0.17		
New Hampshire	1985	1.0	201.1	0.33	33.0	33552000.0	0.17		
New Hampshire	1986	1.02	195.9	0.33	32.4	33639000.0	0.17		
New Hampshire	1987	1.135	195.1	0.33	28.9	32327000.0	0.17		
New Hampshire	1988	1.259	180.4	0.33	26.2	32515000.0	0.17		
New Hampshire	1989	1.359	172.9	0.37	27.2	32082000.0	0.17		
New Hampshire	1990	1.539	152.4	0.41	26.6	37639000.0	0.17		
New Hampshire	1991	1.644	144.8	0.45	27.4	40860000.0	0.21		
New Hampshire	1992	1.811	143.7	0.45	24.8	40608665.0	0.25		
New Hampshire	1993	1.578	148.9	0.49	31.1	41940913.0	0.25		
New Hampshire	1994	1.639	153.8	0.49	29.9	43658153.0	0.25		
New Hampshire	1995	1.686	158.5	0.49	29.1	44765496.0	0.25		
New Hampshire	1996	1.766	158.0	0.49	27.7	45121750.0	0.25		
New Hampshire	1997	1.97	174.4	0.61	31.0	50638656.0	0.25		
New Hampshire	1998	2.228	173.8	0.61	27.4	74917359.0	0.25		
New Hampshire	1999	3.139	171.7	0.76	24.2	72034018.0	0.37		
New Hampshire	2000	3.215	147.3	0.86	26.7	93587673.0	0.52		
New Hampshire	2001	3.529	136.1	0.86	24.4	87461400.0	0.52		
New Hampshire	2002	3.577	131.6	0.91	25.4	86158800.0	0.52		
New Hampshire	2003	3.57	146.2	0.91	25.5	95760255.0	0.52		
New Hampshire	2004	3.516	148.4	0.91	25.9	99326040.0	0.52		
New Hampshire	2005	3.725	138.6	1.19	31.9	93439635.0	0.52		
New Hampshire	2006	3.764	135.5	1.19	31.6	142008000.0	0.8		
New Hampshire	2007	4.24	131.6	1.47	34.7	138573600.0	0.8		
New Hampshire	2008	4.423	113.5	1.72	38.9	161215200.0	1.08		
New Hampshire	2009	5.878	116.6	2.79	47.5	190829172.0	1.33		
New Hampshire	2010	5.964	97.1	2.79	46.8	229636416.0	1.78		
New Hampshire	2011	5.93	92.9	2.69	45.4	218390304.0	1.78		
New Hampshire	2012	5.876	93.9	2.69	45.8	207917640.0	1.68		
New Hampshire	2013	6.009	89.6	2.79	46.4	198896040.0	1.68		
New Hampshire	2014	6.075	90.6	2.79	45.9	210527196.0	1.78		
New Hampshire	2015	6.343	89.6	2.79	44.0	211540105.0	1.78	237.01700000000002	5.834070973812004
New Hampshire	2016	6.432	91.5	2.79	43.4	215563560.0	1.78	240.00716666666665	5.842225544653876
New Hampshire	2017	6.445	87.3	2.79	43.3	208028237.0	1.78	245.11958333333334	5.731936962740975
New Hampshire	2018	6.611	83.4	2.79	42.2	200202084.0	1.78	251.10683333333336	5.739381843451757
New Hampshire	2019	6.788	78.4	2.79	41.1	189399120.0	1.78	255.65741666666668	5.788152048525876
New Jersey	1970	0.417	120.7	0.22	52.8	120808000.0	0.14		
New Jersey	1971	0.421	125.1	0.22	52.3	125984000.0	0.14		
New Jersey	1972	0.489	128.4	0.27	55.2	137924000.0	0.19		
New Jersey	1973	0.502	120.2	0.27	53.8	168261000.0	0.19		
New Jersey	1974	0.528	121.4	0.27	51.1	169724000.0	0.19		
New Jersey	1975	0.536	122.3	0.27	50.4	170266000.0	0.19		
New Jersey	1976	0.569	122.4	0.27	47.5	170091000.0	0.19		
New Jersey	1977	0.619	122.8	0.27	43.6	171187000.0	0.19		
New Jersey	1978	0.635	123.9	0.27	42.5	172543000.0	0.19		
New Jersey	1979	0.664	123.8	0.27	40.7	172389000.0	0.19		
New Jersey	1980	0.687	124.3	0.27	39.3	173132000.0	0.19		
New Jersey	1981	0.762	127.9	0.27	35.4	178888000.0	0.19		
New Jersey	1982	0.921	126.3	0.32	34.7	178853000.0	0.24		
